Symbol,Date,Open,High,Low,Close,Volume
EURUSD,2017/09/06 00:00:00,11920.95,11951.0,11903.3,11925.45,441243
EURUSD,2017/09/07 00:00:00,11925.35,12060.4,11914.4,12019.0,594885
EURUSD,2017/09/08 00:00:00,12019.1,12093.3,12015.1,12035.6,572185
EURUSD,2017/09/10 00:00:00,12013.75,12030.9,12013.3,12019.05,12223
EURUSD,2017/09/11 00:00:00,12018.95,12030.3,11947.9,11962.65,395304
EURUSD,2017/09/12 00:00:00,11962.55,11979.0,11926.6,11972.15,429852
EURUSD,2017/09/13 00:00:00,11972.05,11995.6,11873.2,11893.55,436222
EURUSD,2017/09/14 00:00:00,11893.7,11924.0,11838.1,11919.05,563508
EURUSD,2017/09/15 00:00:00,11918.95,11988.6,11901.5,11946.75,510313
EURUSD,2017/09/17 00:00:00,11931.65,11951.4,11921.5,11942.75,12557
EURUSD,2017/09/18 00:00:00,11942.95,11970.2,11915.3,11956.75,419259
EURUSD,2017/09/19 00:00:00,11956.95,12007.3,11954.4,11994.45,483680
EURUSD,2017/09/20 00:00:00,11994.65,12036.0,11862.2,11889.75,510815
EURUSD,2017/09/21 00:00:00,11889.85,11954.6,11866.1,11941.0,485649
EURUSD,2017/09/22 00:00:00,11941.05,12005.4,11937.2,11948.1,423391
EURUSD,2017/09/24 00:00:00,11904.1,11925.9,11898.6,11922.45,12981
EURUSD,2017/09/25 00:00:00,11922.55,11937.4,11831.9,11855.65,478938
EURUSD,2017/09/26 00:00:00,11855.7,11862.4,11757.9,11789.85,464709
EURUSD,2017/09/27 00:00:00,11789.55,11796.0,11717.3,11742.25,469334
EURUSD,2017/09/28 00:00:00,11742.85,11805.0,11721.5,11781.05,464232
EURUSD,2017/09/29 00:00:00,11781.15,11833.4,11772.9,11814.95,417058
