Symbol,Date,Open,High,Low,Close,Volume
GBPSGD,2017-09-02T23:00:00,17605.0,17634.7,17594.7,17597.1,4050
GBPSGD,2017-09-03T23:00:00,17596.8,17617.3,17517.4,17544.4,92291
GBPSGD,2017-09-04T23:00:00,17544.1,17662.4,17505.5,17653.9,135321
GBPSGD,2017-09-05T23:00:00,17654.3,17673.2,17603.9,17614.6,131334
GBPSGD,2017-09-06T23:00:00,17613.8,17634.7,17524.9,17556.8,141285
GBPSGD,2017-09-07T23:00:00,17556.9,17730.5,17543.9,17706.65,142021
GBPSGD,2017-09-09T23:00:00,17685.0,17720.5,17696.2,17708.2,3306
GBPSGD,2017-09-10T23:00:00,17708.0,17781.7,17686.8,17731.8,120152
GBPSGD,2017-09-11T23:00:00,17732.1,17936.1,17725.7,17916.8,133666
GBPSGD,2017-09-12T23:00:00,17917.3,17940.2,17808.7,17844.3,130755
GBPSGD,2017-09-13T23:00:00,17843.5,18093.8,17772.6,18043.6,153583
GBPSGD,2017-09-14T23:00:00,18043.0,18319.8,18029.6,18279.4,150676
GBPSGD,2017-09-16T23:00:00,18249.3,18307.9,18263.6,18273.8,3626
GBPSGD,2017-09-17T23:00:00,18276.0,18303.3,18165.5,18212.1,136221
GBPSGD,2017-09-18T23:00:00,18210.6,18277.0,18169.1,18198.3,140058
GBPSGD,2017-09-19T23:00:00,18198.6,18351.4,18171.7,18219.5,148561
GBPSGD,2017-09-20T23:00:00,18218.6,18354.6,18215.8,18327.7,141850
GBPSGD,2017-09-21T23:00:00,18327.8,18349.2,18108.5,18166.15,132705
GBPSGD,2017-09-23T23:00:00,18158.5,18225.3,18170.5,18197.0,5444
GBPSGD,2017-09-24T23:00:00,18197.3,18290.6,18158.5,18215.2,137852
GBPSGD,2017-09-25T23:00:00,18216.2,18278.8,18174.8,18228.7,140527
GBPSGD,2017-09-26T23:00:00,18228.2,18253.2,18163.6,18217.7,151869
GBPSGD,2017-09-27T23:00:00,18218.6,18288.4,18176.2,18247.7,142530
GBPSGD,2017-09-28T23:00:00,18246.7,18259.5,18135.2,18191.0,122144
GBPSGD,2017-09-30T23:00:00,18168.4,18200.4,18168.0,18184.5,4797
GBPSGD,2017-10-01T23:00:00,18184.2,18206.3,18054.9,18075.7,114270
